Section	Id	Action
Main	41307	Item edit: Move right edge of item to edit cursor (preserving item length)
Main	41308	Item edit: Move contents of item to edit cursor
Main	41309	Item edit: Move duplicate of item to edit cursor
Main	41310	Item edit: Trim right edge of item under mouse to edit cursor
Main	41311	Item edit: Trim right edge of item to edit cursor
Main	41312	Track: Lock track controls
Main	41313	Track: Unlock track controls
Main	41314	Track: Toggle lock/unlock track controls
Main	41319	Item: Copy items to time selection, trim/loop to fit
Main	41320	Item: Move items to time selection, trim/loop to fit
Main	41321	Track: Set record path to primary
Main	41322	Track: Set record path to secondary
Main	41323	Track: Set record path to primary+secondary
Main	41324	Track: Select all tracks that have controls locked
Main	41325	View: Increase selected track heights
Main	41326	View: Decrease selected track heights
Main	41327	View: Increase selected track heights a little bit
Main	41328	View: Decrease selected track heights a little bit
Main	41329	Options: Toggle new recording adds lanes in layers (multiple lanes play at once)
Main	41330	Options: New recording splits existing items and adds takes (default)
Main	41331	Take: Set active take to custom color...
Main	41332	Take: Set active take to one random color
Main	41333	Take: Set active take to default color
Main	41334	Take: Set all takes created in the same recording pass to custom color...
Main	41335	Take: Set all takes created in the same recording pass to one random color
Main	41336	Take: Set all takes created in the same recording pass to default color
Main	41337	Take: Set all takes of selected items to default color
Main	41338	Options: Toggle editing active take source start offset (slip editing) adjusts all takes
Main	41339	Item properties: Toggle lock to active take (toggle mouse click changes active take)
Main	41340	Item properties: Lock to active take (mouse click will not change active take)
Main	41341	Item properties: Unlock takes (mouse click will change active take)
Main	41342	Take: Activate take under mouse
Main	41343	Colors: Reset random color generator
Main	41344	Options: Show tooltips on media items and envelopes
Main	41345	Help: Show mouse editing help in the area beneath the track control panels
Main	41346	Options: Show empty takes (align takes by recording pass)
Main	41348	Item: Remove all empty takes
Main	41349	Item: Remove the empty take before the active take
Main	41350	Item: Remove the empty take after the active take
Main	41351	Item: Add an empty take before the active take
Main	41352	Item: Add an empty take after the active take
Main	41353	Item: Rotate takes forward
Main	41354	Item: Rotate takes backward
Main	41355	Options: Allow selecting empty takes
Main	41356	Options: Mouse modifier preferences...
Main	41357	Send: Mute track send #1
Main	41358	Send: Mute track send #2
Main	41359	Send: Mute track send #3
Main	41360	Send: Mute track send #4
Main	41361	Send: Mute track send #5
Main	41362	Send: Mute track send #6
Main	41363	Send: Mute track send #7
Main	41364	Send: Mute track send #8
Main	41365	Send: Mute track receive #1
Main	41366	Send: Mute track receive #2
Main	41367	Send: Mute track receive #3
Main	41368	Send: Mute track receive #4
Main	41369	Send: Mute track receive #5
Main	41370	Send: Mute track receive #6
Main	41371	Send: Mute track receive #7
Main	41372	Send: Mute track receive #8
Main	41373	Comp takes: Save/rename active comp...
Main	41374	Comp takes: Remove active comp from list
Main	41375	Comp takes: Activate previous comp
Main	41376	Comp takes: Activate next comp
Main	41377	Comp takes: Toggle select last comp (A/B)
Main	41378	Comp takes: Move active comp to top lane
Main	41379	Comp takes: Crop list to active comp
Main	41380	Item: Move active takes to top
Main	41381	Item: Choose active take for item under mouse
Main	41382	Comp takes: Choose active comp for item under mouse (and all other items in the comp)
Main	41383	Edit: Copy items/tracks/envelope points (depending on focus) within time selection, if any (smart copy)
Main	41384	Edit: Cut items/tracks/envelope points (depending on focus) within time selection, if any (smart cut)
Main	41385	Item: Fit items to time selection, padding with silence if needed
Main	41386	Item: Fit items to time selection, looping if needed
Main	41388	Item properties: Set take channel mode to mono channel 03
Main	41389	Item properties: Set take channel mode to mono channel 04
Main	41390	Item properties: Set take channel mode to mono channel 05
Main	41391	Item properties: Set take channel mode to mono channel 06
Main	41392	Item properties: Set take channel mode to mono channel 07
Main	41393	Item properties: Set take channel mode to mono channel 08
Main	41394	Item properties: Set take channel mode to mono channel 09
Main	41395	Item properties: Set take channel mode to mono channel 10
Main	41396	Item properties: Set take channel mode to mono channel 11
Main	41397	Item properties: Set take channel mode to mono channel 12
Main	41398	Item properties: Set take channel mode to mono channel 13
Main	41399	Item properties: Set take channel mode to mono channel 14
Main	41400	Item properties: Set take channel mode to mono channel 15
Main	41401	Item properties: Set take channel mode to mono channel 16
Main	41402	Item properties: Set take channel mode to mono channel 17
Main	41403	Item properties: Set take channel mode to mono channel 18
Main	41404	Item properties: Set take channel mode to mono channel 19
Main	41405	Item properties: Set take channel mode to mono channel 20
Main	41406	Item properties: Set take channel mode to mono channel 21
Main	41407	Item properties: Set take channel mode to mono channel 22
Main	41408	Item properties: Set take channel mode to mono channel 23
Main	41409	Item properties: Set take channel mode to mono channel 24
Main	41410	Item properties: Set take channel mode to mono channel 25
Main	41411	Item properties: Set take channel mode to mono channel 26
Main	41412	Item properties: Set take channel mode to mono channel 27
Main	41413	Item properties: Set take channel mode to mono channel 28
Main	41414	Item properties: Set take channel mode to mono channel 29
Main	41415	Item properties: Set take channel mode to mono channel 30
Main	41416	Item properties: Set take channel mode to mono channel 31
Main	41417	Item properties: Set take channel mode to mono channel 32
Main	41418	Item properties: Set take channel mode to mono channel 33
Main	41419	Item properties: Set take channel mode to mono channel 34
Main	41420	Item properties: Set take channel mode to mono channel 35
Main	41421	Item properties: Set take channel mode to mono channel 36
Main	41422	Item properties: Set take channel mode to mono channel 37
Main	41423	Item properties: Set take channel mode to mono channel 38
Main	41424	Item properties: Set take channel mode to mono channel 39
Main	41425	Item properties: Set take channel mode to mono channel 40
Main	41426	Item properties: Set take channel mode to mono channel 41
Main	41427	Item properties: Set take channel mode to mono channel 42
Main	41428	Item properties: Set take channel mode to mono channel 43
Main	41429	Item properties: Set take channel mode to mono channel 44
Main	41430	Item properties: Set take channel mode to mono channel 45
Main	41431	Item properties: Set take channel mode to mono channel 46
Main	41432	Item properties: Set take channel mode to mono channel 47
Main	41433	Item properties: Set take channel mode to mono channel 48
Main	41434	Item properties: Set take channel mode to mono channel 49
Main	41435	Item properties: Set take channel mode to mono channel 50
Main	41436	Item properties: Set take channel mode to mono channel 51
Main	41437	Item properties: Set take channel mode to mono channel 52
Main	41438	Item properties: Set take channel mode to mono channel 53
Main	41439	Item properties: Set take channel mode to mono channel 54
Main	41440	Item properties: Set take channel mode to mono channel 55
Main	41441	Item properties: Set take channel mode to mono channel 56
Main	41442	Item properties: Set take channel mode to mono channel 57
Main	41443	Item properties: Set take channel mode to mono channel 58
Main	41444	Item properties: Set take channel mode to mono channel 59
Main	41445	Item properties: Set take channel mode to mono channel 60
Main	41446	Item properties: Set take channel mode to mono channel 61
Main	41447	Item properties: Set take channel mode to mono channel 62
Main	41448	Item properties: Set take channel mode to mono channel 63
Main	41449	Item properties: Set take channel mode to mono channel 64
Main	41450	Item properties: Set take channel mode to stereo channels 01/02
Main	41451	Item properties: Set take channel mode to stereo channels 02/03
Main	41452	Item properties: Set take channel mode to stereo channels 03/04
Main	41453	Item properties: Set take channel mode to stereo channels 04/05
Main	41454	Item properties: Set take channel mode to stereo channels 05/06
Main	41455	Item properties: Set take channel mode to stereo channels 06/07
Main	41456	Item properties: Set take channel mode to stereo channels 07/08
Main	41457	Item properties: Set take channel mode to stereo channels 08/09
Main	41458	Item properties: Set take channel mode to stereo channels 09/10
Main	41459	Item properties: Set take channel mode to stereo channels 10/11
Main	41460	Item properties: Set take channel mode to stereo channels 11/12
Main	41461	Item properties: Set take channel mode to stereo channels 12/13
Main	41462	Item properties: Set take channel mode to stereo channels 13/14
Main	41463	Item properties: Set take channel mode to stereo channels 14/15
Main	41464	Item properties: Set take channel mode to stereo channels 15/16
Main	41465	Item properties: Set take channel mode to stereo channels 16/17
Main	41466	Item properties: Set take channel mode to stereo channels 17/18
Main	41467	Item properties: Set take channel mode to stereo channels 18/19
Main	41468	Item properties: Set take channel mode to stereo channels 19/20
Main	41469	Item properties: Set take channel mode to stereo channels 20/21
Main	41470	Item properties: Set take channel mode to stereo channels 21/22
Main	41471	Item properties: Set take channel mode to stereo channels 22/23
Main	41472	Item properties: Set take channel mode to stereo channels 23/24
Main	41473	Item properties: Set take channel mode to stereo channels 24/25
Main	41474	Item properties: Set take channel mode to stereo channels 25/26
Main	41475	Item properties: Set take channel mode to stereo channels 26/27
Main	41476	Item properties: Set take channel mode to stereo channels 27/28
Main	41477	Item properties: Set take channel mode to stereo channels 28/29
Main	41478	Item properties: Set take channel mode to stereo channels 29/30
Main	41479	Item properties: Set take channel mode to stereo channels 30/31
Main	41480	Item properties: Set take channel mode to stereo channels 31/32
Main	41481	Item properties: Set take channel mode to stereo channels 32/33
Main	41482	Item properties: Set take channel mode to stereo channels 33/34
Main	41483	Item properties: Set take channel mode to stereo channels 34/35
Main	41484	Item properties: Set take channel mode to stereo channels 35/36
Main	41485	Item properties: Set take channel mode to stereo channels 36/37
Main	41486	Item properties: Set take channel mode to stereo channels 37/38
Main	41487	Item properties: Set take channel mode to stereo channels 38/39
Main	41488	Item properties: Set take channel mode to stereo channels 39/40
Main	41489	Item properties: Set take channel mode to stereo channels 40/41
Main	41490	Item properties: Set take channel mode to stereo channels 41/42
Main	41491	Item properties: Set take channel mode to stereo channels 42/43
Main	41492	Item properties: Set take channel mode to stereo channels 43/44
Main	41493	Item properties: Set take channel mode to stereo channels 44/45
Main	41494	Item properties: Set take channel mode to stereo channels 45/46
Main	41495	Item properties: Set take channel mode to stereo channels 46/47
Main	41496	Item properties: Set take channel mode to stereo channels 47/48
Main	41497	Item properties: Set take channel mode to stereo channels 48/49
Main	41498	Item properties: Set take channel mode to stereo channels 49/50
Main	41499	Item properties: Set take channel mode to stereo channels 50/51
Main	41500	Item properties: Set take channel mode to stereo channels 51/52
Main	41501	Item properties: Set take channel mode to stereo channels 52/53
Main	41502	Item properties: Set take channel mode to stereo channels 53/54
Main	41503	Item properties: Set take channel mode to stereo channels 54/55
Main	41504	Item properties: Set take channel mode to stereo channels 55/56
Main	41505	Item properties: Set take channel mode to stereo channels 56/57
Main	41506	Item properties: Set take channel mode to stereo channels 57/58
Main	41507	Item properties: Set take channel mode to stereo channels 58/59
Main	41508	Item properties: Set take channel mode to stereo channels 59/60
Main	41509	Item properties: Set take channel mode to stereo channels 60/61
Main	41510	Item properties: Set take channel mode to stereo channels 61/62
Main	41511	Item properties: Set take channel mode to stereo channels 62/63
Main	41512	Item properties: Set take channel mode to stereo channels 63/64
Main	41513	Item: Explode REX item into beat slices
Main	41514	Item: Set fade-in shape to type 1 (linear)
Main	41515	Item: Set fade-in shape to type 2 (slight convex)
Main	41516	Item: Set fade-in shape to type 3 (slight concave)
Main	41517	Item: Set fade-in shape to type 4 (sharp convex)
Main	41518	Item: Set fade-in shape to type 5 (sharp concave)
Main	41519	Item: Set fade-in shape to type 6 (slight S-curve)
Main	41520	Item: Cycle through fade-in shapes
Main	41521	Item: Set fade-out shape to type 1 (linear)
Main	41522	Item: Set fade-out shape to type 2 (slight convex)
Main	41523	Item: Set fade-out shape to type 3 (slight concave)
Main	41524	Item: Set fade-out shape to type 4 (sharp convex)
Main	41525	Item: Set fade-out shape to type 5 (sharp concave)
Main	41526	Item: Set fade-out shape to type 6 (slight S-curve)
Main	41527	Item: Cycle through fade-out shapes
Main	41528	Item: Set crossfade shape to type 1 (linear, equal gain)
Main	41529	Item: Set crossfade shape to type 2 (slight convex, equal power)
Main	41530	Item: Set crossfade shape to type 3 (slight concave)
Main	41531	Item: Set crossfade shape to type 4 (sharp convex)
Main	41532	Item: Set crossfade shape to type 5 (sharp concave)
Main	41533	Item: Set crossfade shape to type 6 (slight S-curve)
Main	41534	Item: Cycle through crossfade shapes
Main	41535	Show startup splash screen
Main	41536	Transient detection sensitivity: Increase
Main	41537	Transient detection sensitivity: Decrease
Main	41538	Track: Do not link track volume/pan controls to MIDI volume/pan
Main	41539	Track: Link track volume/pan controls to MIDI volume/pan on channel 1
Main	41540	Track: Link track volume/pan controls to MIDI volume/pan on channel 2
Main	41541	Track: Link track volume/pan controls to MIDI volume/pan on channel 3
Main	41542	Track: Link track volume/pan controls to MIDI volume/pan on channel 4
Main	41543	Track: Link track volume/pan controls to MIDI volume/pan on channel 5
Main	41544	Track: Link track volume/pan controls to MIDI volume/pan on channel 6
Main	41545	Track: Link track volume/pan controls to MIDI volume/pan on channel 7
Main	41546	Track: Link track volume/pan controls to MIDI volume/pan on channel 8
Main	41547	Track: Link track volume/pan controls to MIDI volume/pan on channel 9
Main	41548	Track: Link track volume/pan controls to MIDI volume/pan on channel 10
Main	41549	Track: Link track volume/pan controls to MIDI volume/pan on channel 11
Main	41550	Track: Link track volume/pan controls to MIDI volume/pan on channel 12
Main	41551	Track: Link track volume/pan controls to MIDI volume/pan on channel 13
Main	41552	Track: Link track volume/pan controls to MIDI volume/pan on channel 14
Main	41553	Track: Link track volume/pan controls to MIDI volume/pan on channel 15
Main	41554	Track: Link track volume/pan controls to MIDI volume/pan on channel 16
Main	41555	Track: Link track volume/pan controls to MIDI volume/pan on all channels
Main	41556	Track: Toggle link/unlink track volume/pan controls to MIDI volume/pan on all channels
Main	41557	Item properties: Toggle solo
Main	41558	Item properties: Solo exclusive
Main	41559	Item properties: Solo
Main	41560	Item properties: Unsolo
Main	41561	Item properties: Toggle solo exclusive
Main	41568	File: Export configuration...
Main	41569	File: Import configuration...
Main	41576	Options: Envelope point selection follows time selection
Main	41583	Options: Toggle running FX when playback is stopped
Main	41584	Track: Insert new 5.1 surround track, embed ReaSurroundPan in TCP
Main	41585	Track: Insert new surround track, using selected tracks as source audio
Main	41586	Project bay: Remove items from project
Main	41588	Item: Glue items, expanding to time selection if any
Main	41589	Item properties: Toggle show media item/take properties
Main	41593	Track: Hide tracks in TCP and mixer
Main	41594	Track: Make all tracks visible in TCP and mixer
Main	41595	Envelope: Toggle select/unselect all points
Main	41597	Set project tempo from time selection (detect tempo)
Main	41598	Docker: Show in bottom of main window
Main	41599	Docker: Show in left of main window
Main	41600	Docker: Show in top of main window
Main	41601	Docker: Show in right of main window
Main	41603	Transport: Show transport docked below arrange
Main	41604	Transport: Show transport docked above ruler
Main	41605	Transport: Show transport docked to bottom of main window
Main	41606	Transport: Show transport docked to top of main window
Main	41608	Transport: Show transport in docker
Main	41609	View: Toggle master mixer track in separate/docked window
Main	41610	Mixer: Toggle master track in docked window
Main	41611	Item: Select all other media items that share pooled MIDI source data with selected items
Main	41612	Take: Toggle take pitch envelope
Main	41613	Item: Remove active take from MIDI source data pool (unpool)
Main	41622	View: Toggle zoom to selected items
Main	41623	Open selected item source media in media explorer
Main	41624	Docker: Activate next tab
Main	41625	Docker: Activate previous tab
Main	41628	View: Show project bay window 2
Main	41629	View: Show project bay window 3
Main	41630	View: Show project bay window 4
Main	41631	View: Show project bay window 5
Main	41632	View: Show project bay window 6
Main	41633	View: Show project bay window 7
Main	41634	View: Show project bay window 8
Main	41636	Mixer: Toggle master track in separate window
Main	41638	Item: Reorder adjacent items randomly
Main	41639	Item: Set item ends to start of next item
Main	41640	Toolbar: Open MIDI toolbar 1 at mouse cursor
Main	41641	Toolbar: Open MIDI toolbar 2 at mouse cursor
Main	41642	Toolbar: Open MIDI toolbar 3 at mouse cursor
Main	41643	Toolbar: Open MIDI toolbar 4 at mouse cursor
Main	41644	Track: Unfreeze tracks (restore previously saved items and FX)
Main	41646	Toolbars: Switch to main toolbar
Main	41647	Toolbars: Switch to toolbar 5
Main	41648	Toolbars: Switch to toolbar 6
Main	41649	Toolbars: Switch to toolbar 7
Main	41650	Toolbars: Switch to toolbar 8
Main	41651	Toolbar: Open/close main toolbar
Main	41654	View: Show track freeze details
Main	41655	Toolbar: Open toolbar 5 at mouse cursor
Main	41656	Toolbar: Open toolbar 6 at mouse cursor
Main	41657	Toolbar: Open toolbar 7 at mouse cursor
Main	41658	Toolbar: Open toolbar 8 at mouse cursor
Main	41659	Toolbars: Switch to MIDI toolbar 1
Main	41660	Toolbars: Switch to MIDI toolbar 2
Main	41661	Toolbars: Switch to MIDI toolbar 3
Main	41662	Toolbars: Switch to MIDI toolbar 4
Main	41664	Markers: Insert separate regions for each selected item
Main	41665	Track: Show/hide children of selected folder tracks in mixer
Main	41666	View: Move cursor left 8 pixels
Main	41667	View: Move cursor right 8 pixels
Main	41668	Take: Toggle sample edits active (only editable when zoomed in)
Main	41676	Toolbar: Open/close MIDI piano roll toolbar
Main	41679	Toolbar: Open/close toolbar 1
Main	41680	Toolbar: Open/close toolbar 2
Main	41681	Toolbar: Open/close toolbar 3
Main	41682	Toolbar: Open/close toolbar 4
Main	41683	Toolbar: Open/close toolbar 5
Main	41684	Toolbar: Open/close toolbar 6
Main	41685	Toolbar: Open/close toolbar 7
Main	41686	Toolbar: Open/close toolbar 8
Main	41687	Toolbar: Open/close MIDI toolbar 1
Main	41688	Toolbar: Open/close MIDI toolbar 2
Main	41689	Toolbar: Open/close MIDI toolbar 3
Main	41690	Toolbar: Open/close MIDI toolbar 4
Main	41691	Dockers: Compact when small and single tab
Main	41696	Layout: Apply custom layout #01
Main	41697	Layout: Apply custom layout #02
Main	41698	Layout: Apply custom layout #03
Main	41699	Layout: Apply custom layout #04
Main	41700	Layout: Apply custom layout #05
Main	41701	Layout: Apply custom layout #06
Main	41702	Layout: Apply custom layout #07
Main	41703	Layout: Apply custom layout #08
Main	41704	Layout: Apply custom layout #09
Main	41705	Layout: Apply custom layout #10
Main	41706	Layout: Apply custom layout #11
Main	41707	Layout: Apply custom layout #12
Main	41708	Layout: Apply custom layout #13
Main	41709	Layout: Apply custom layout #14
Main	41710	Layout: Apply custom layout #15
Main	41711	Layout: Apply custom layout #16
Main	41712	Layout: Apply custom layout #17
Main	41713	Layout: Apply custom layout #18
Main	41714	Layout: Apply custom layout #19
Main	41715	Layout: Apply custom layout #20
Main	41716	Track: Render selected area of tracks to stereo post-fader stem tracks (and mute originals)
Main	41717	Track: Render selected area of tracks to multichannel post-fader stem tracks (and mute originals)
Main	41718	Track: Render selected area of tracks to mono post-fader stem tracks (and mute originals)
Main	41719	Track: Render selected area of tracks to stereo stem tracks (and mute originals)
Main	41720	Track: Render selected area of tracks to multichannel stem tracks (and mute originals)
Main	41721	Track: Render selected area of tracks to mono stem tracks (and mute originals)
Main	41722	Offset track template items by edit cursor
Main	41726	Track: Toggle full multichannel metering
Main	41727	Track: Set track record mode to MIDI latch-replace
Main	41728	Edit: Delete trailing notes of less than 1/8 note in length in selected MIDI items
Main	41729	Edit: Delete trailing notes of less than 1/16 note in length in selected MIDI items
Main	41730	Edit: Delete trailing notes of less than 1/32 note in length in selected MIDI items
Main	41731	Edit: Delete trailing notes of less than 1/64 note in length in selected MIDI items
Main	41732	Edit: Delete trailing notes of less than 1/128 note in length in selected MIDI items
Main	41733	Edit: Delete trailing notes of less than 1/256 note in length in selected MIDI items
Main	41734	Edit: Delete notes of less than 1/8 note in length in selected MIDI items
Main	41735	Edit: Delete notes of less than 1/16 note in length in selected MIDI items
Main	41736	Edit: Delete notes of less than 1/32 note in length in selected MIDI items
Main	41737	Edit: Delete notes of less than 1/64 note in length in selected MIDI items
Main	41738	Edit: Delete notes of less than 1/128 note in length in selected MIDI items
Main	41739	Edit: Delete notes of less than 1/256 note in length in selected MIDI items
Main	41743	Control surface: Refresh all surfaces
Main	41744	Track: Toggle track metering
Main	41745	Options: Enable metronome
Main	41746	Options: Disable metronome
Main	41747	Item: Collapse empty take
Main	41748	Item: Insert time on tracks and paste items
Main	41749	Track: Open/close UI for FX #1 on last touched track
Main	41750	Track: Open/close UI for FX #2 on last touched track
Main	41751	Track: Open/close UI for FX #3 on last touched track
Main	41752	Track: Open/close UI for FX #4 on last touched track
Main	41753	Track: Open/close UI for FX #5 on last touched track
Main	41754	Track: Open/close UI for FX #6 on last touched track
Main	41755	Track: Open/close UI for FX #7 on last touched track
Main	41756	Track: Open/close UI for FX #8 on last touched track
Main	41757	Track: Insert/show ReaEQ (track EQ)
Main	41758	Markers/Regions: Export markers/regions to file
Main	41759	Markers/Regions: Import markers/regions from file (replace existing)
Main	41760	Markers/Regions: Import markers/regions from file (merge with existing)
Main	41761	Regions: Go to region 01 after current region finishes playing (smooth seek)
Main	41762	Regions: Go to region 02 after current region finishes playing (smooth seek)
Main	41763	Regions: Go to region 03 after current region finishes playing (smooth seek)
Main	41764	Regions: Go to region 04 after current region finishes playing (smooth seek)
Main	41765	Regions: Go to region 05 after current region finishes playing (smooth seek)
Main	41766	Regions: Go to region 06 after current region finishes playing (smooth seek)
Main	41767	Regions: Go to region 07 after current region finishes playing (smooth seek)
Main	41768	Regions: Go to region 08 after current region finishes playing (smooth seek)
Main	41769	Regions: Go to region 09 after current region finishes playing (smooth seek)
Main	41770	Regions: Go to region 10 after current region finishes playing (smooth seek)
Main	41771	Regions: Go to region 11 after current region finishes playing (smooth seek)
Main	41772	Regions: Go to region 12 after current region finishes playing (smooth seek)
Main	41773	Regions: Go to region 13 after current region finishes playing (smooth seek)
Main	41774	Regions: Go to region 14 after current region finishes playing (smooth seek)
Main	41775	Regions: Go to region 15 after current region finishes playing (smooth seek)
Main	41776	Regions: Go to region 16 after current region finishes playing (smooth seek)
Main	41777	Regions: Go to region 17 after current region finishes playing (smooth seek)
Main	41778	Regions: Go to region 18 after current region finishes playing (smooth seek)
Main	41779	Regions: Go to region 19 after current region finishes playing (smooth seek)
Main	41780	Regions: Go to region 20 after current region finishes playing (smooth seek)
Main	41781	Regions: Go to region 21 after current region finishes playing (smooth seek)
Main	41782	Regions: Go to region 22 after current region finishes playing (smooth seek)
Main	41783	Regions: Go to region 23 after current region finishes playing (smooth seek)
Main	41784	Regions: Go to region 24 after current region finishes playing (smooth seek)
Main	41785	Regions: Go to region 25 after current region finishes playing (smooth seek)
Main	41786	Regions: Go to region 26 after current region finishes playing (smooth seek)
Main	41787	Regions: Go to region 27 after current region finishes playing (smooth seek)
Main	41788	Regions: Go to region 28 after current region finishes playing (smooth seek)
Main	41789	Regions: Go to region 29 after current region finishes playing (smooth seek)
Main	41790	Regions: Go to region 30 after current region finishes playing (smooth seek)
Main	41791	Regions: Go to region 31 after current region finishes playing (smooth seek)
Main	41792	Regions: Go to region 32 after current region finishes playing (smooth seek)
Main	41793	Regions: Go to region 33 after current region finishes playing (smooth seek)
Main	41794	Regions: Go to region 34 after current region finishes playing (smooth seek)
Main	41795	Regions: Go to region 35 after current region finishes playing (smooth seek)
Main	41796	Regions: Go to region 36 after current region finishes playing (smooth seek)
Main	41797	Regions: Go to region 37 after current region finishes playing (smooth seek)
Main	41798	Regions: Go to region 38 after current region finishes playing (smooth seek)
Main	41799	Regions: Go to region 39 after current region finishes playing (smooth seek)
Main	41800	Regions: Go to region 40 after current region finishes playing (smooth seek)
Main	41801	Regions: Go to previous region after current region finishes playing (smooth seek)
Main	41802	Regions: Go to next region after current region finishes playing (smooth seek)
Main	41803	Track: Select all top level tracks
Main	41804	Tempo envelope: Set display range to current project min/max bpm
Main	41805	Adjust entire tempo envelope...
Main	41806	Tempo envelope: Increase all tempo markers 0.001 BPM
Main	41807	Tempo envelope: Decrease all tempo markers 0.001 BPM
Main	41808	Tempo envelope: Increase all tempo markers 01%
Main	41809	Tempo envelope: Decrease all tempo markers 01%
Main	41810	Tempo envelope: Increase all tempo markers 0.1%
Main	41811	Tempo envelope: Decrease all tempo markers 0.1%
Main	41812	Tempo envelope: Increase all tempo markers 0.01%
Main	41813	Tempo envelope: Decrease all tempo markers 0.01%
Main	41814	Tempo envelope: Increase all tempo markers 0.001%
Main	41815	Tempo envelope: Decrease all tempo markers 0.001%
Main	41816	Item: Open associated project in new tab
Main	41817	View: Continuous scrolling during playback
Main	41818	Pre-roll: Toggle pre-roll on play
Main	41819	Pre-roll: Toggle pre-roll on record
Main	41820	Move edit cursor to previous tempo or time signature change
Main	41821	Move edit cursor to next tempo or time signature change
Main	41823	File: Add project to render queue, using the most recent render settings
Main	41824	File: Render project, using the most recent render settings
Main	41825	Track: Hide envelope, display next envelope on same track (cycle)
Main	41827	Edit: Show crossfade editor window
Main	41828	I/O dialog: Close window on enter key
Main	41829	Mixer: Group FX parameters with their inserts
Main	41834	Transport: Toggle stop playback at end of loop if repeat is disabled
Main	41836	Item: Set fade-in shape to type 7 (sharp S-curve)
Main	41837	Item: Set fade-out shape to type 7 (sharp S-curve)
Main	41838	Item: Set crossfade shape to type 7 (sharp S-curve)
Main	41839	Item: Split items at end of fade-in (unless crossfaded)
Main	41840	Item: Split items at start of fade-out (unless crossfaded)
Main	41842	Item: Add stretch marker at cursor
Main	41843	Item: Add stretch markers at time selection
Main	41844	Item: Remove all stretch markers
Main	41845	Item: Remove all stretch markers in time selection
Main	41846	Item: Snap stretch markers to grid
Main	41847	Item: Snap stretch markers in time selection to grid
Main	41848	Item: Add stretch marker at mouse position
Main	41849	Locking: Set take envelope locking mode
Main	41850	Locking: Clear take envelope locking mode
Main	41851	Locking: Toggle take envelope locking mode
Main	41852	Locking: Set item stretch marker locking mode
Main	41853	Locking: Clear item stretch marker locking mode
Main	41854	Locking: Toggle item stretch marker locking mode
Main	41855	File: Render project, using the most recent render settings, with a new target file name...
Main	41856	Project bay: Insert items into project
Main	41857	Item: Force tonal-optimized mode for stretch markers
Main	41858	Item: Set item name from active take filename
Main	41859	Item: Remove stretch marker at current position
Main	41860	Item: Go to next stretch marker
Main	41861	Item: Go to previous stretch marker
Main	41862	Item: Go to nearest stretch marker
Main	41863	Track: Select previous envelope
Main	41864	Track: Select next envelope
Main	41865	Track: Select pre-FX volume envelope
Main	41866	Track: Select volume envelope
Main	41867	Track: Select pre-FX pan envelope
Main	41868	Track: Select pan envelope
Main	41869	Track: Select pre-FX width envelope
Main	41870	Track: Select width envelope
Main	41871	Track: Select mute envelope
Main	41872	Track: Select FX envelope 01
Main	41873	Track: Select FX envelope 02
Main	41874	Track: Select FX envelope 03
Main	41875	Track: Select FX envelope 04
Main	41876	Track: Select FX envelope 05
Main	41877	Track: Select FX envelope 06
Main	41878	Track: Select FX envelope 07
Main	41879	Track: Select FX envelope 08
Main	41880	Track: Select FX envelope 09
Main	41881	Track: Select FX envelope 10
Main	41882	View: Show monitoring FX chain
Main	41883	Project tabs: Show project tabs on left side of window
Main	41884	Monitoring FX: Toggle bypass
Main	41885	Grid: Toggle framerate grid
Main	41887	Item: Close item inline editors
Main	41888	View: Show region render matrix window
Main	41890	Region render matrix: Render master mix for all regions
Main	41891	Region render matrix: Render all tracks for all regions
Main	41892	Region render matrix: Render only selected tracks for all regions
Main	41893	Region render matrix: Add selected tracks to render list for all regions
Main	41895	File: Save new version of project (automatically increment project name)
Main	41896	Markers: Set region near cursor to default color
Main	41897	Markers: Set marker near cursor to default color
Main	41898	ReaScript: Close all running ReaScripts
Main	41916	View: Time unit for ruler: Measures.Beats (minimal)
Main	41918	View: Time unit for ruler: Measures.Beats (minimal) / minutes:Seconds
Main	41919	Track: Toggle preserve PDC delayed monitoring in recorded items
Main	41920	Track: Unset preserve PDC delayed monitoring in recorded items
Main	41921	Track: Set preserve PDC delayed monitoring in recorded items
Main	41922	Close all projects but current
Main	41923	Item: Reset items volume to +0dB
Main	41924	Item: Nudge items volume -1dB
Main	41925	Item: Nudge items volume +1dB
Main	41926	Take: Nudge active takes volume -1dB
Main	41927	Take: Nudge active takes volume +1dB
Main	41928	ReaScript: Run/edit ReaScript (EEL2 or Lua)...
Main	41929	New project tab, ignore default template
Main	41930	Theme development: Show theme tweak/configuration window
Main	41931	ReaScript: Run/edit last ReaScript (EEL2 or Lua)
Main	41932	Insert dedicated video processor item
Main	41935	ReaScript: Edit new ReaScript (EEL2 or Lua)...
Main	41936	Toolbar: Open/close toolbar 9
Main	41937	Toolbar: Open/close toolbar 10
Main	41938	Toolbar: Open/close toolbar 11
Main	41939	Toolbar: Open/close toolbar 12
Main	41940	Toolbar: Open/close toolbar 13
Main	41941	Toolbar: Open/close toolbar 14
Main	41942	Toolbar: Open/close toolbar 15
Main	41943	Toolbar: Open/close toolbar 16
